1; -0,0004932733985937299
0,998; -0,0025287796196555856
0,996; -0,004981733869985461
0,994; -0,007553163131440055
0,992; -0,010486960947885371
0,99; -0,013496327288443632
0,988; -0,01526924662495599
0,986; -0,01745246499044284
0,984; -0,020846562742554142
0,982; -0,024637551688981296
0,98; -0,028370867449114878
0,978; -0,03290535932553007
0,976; -0,0365089405309208
0,974; -0,04101680188515866
0,972; -0,04646175871511671
0,97; -0,05157508865175919
0,968; -0,05586587715261315
0,966; -0,06019136452460738
0,964; -0,06472959016407964
0,962; -0,06994022416972578
0,96; -0,07536171094978494
0,958; -0,08072301530290016
0,956; -0,0853931461269507
0,954; -0,09196414602975389
0,952; -0,09941760500895158
0,95; -0,10687152899469854
0,948; -0,11296166405232444
0,946; -0,11943055154880333
0,944; -0,12766875382741438
0,942; -0,13692512758552677
0,94; -0,14558397528947764
0,938; -0,15375812807644795
0,9359999999999999; -0,16239710045648148
0,9339999999999999; -0,17324118408174483
0,9319999999999999; -0,18559725259203474
0,9299999999999999; -0,1981724898539915
0,9279999999999999; -0,2091003809325348
0,9259999999999999; -0,22077528434674043
0,9239999999999999; -0,2345924442898879
0,9219999999999999; -0,24900861087706172
0,9199999999999999; -0,2628070601297592
0,9179999999999999; -0,2775349191692212
0,9159999999999999; -0,29221783552759273
0,9139999999999999; -0,308442742418993
0,9119999999999999; -0,3258994655023712
0,9099999999999999; -0,3437673629816917
0,9079999999999999; -0,36238354763694314
0,9059999999999999; -0,3820548382979687
0,9039999999999999; -0,4018795606436662
